internalTaxonId,scientificName,name,language,main
132523146,Hubbsina turneri,Mexclapique Michoacano,Spanish; Castilian,false
132523146,Hubbsina turneri,Highland Splitfin,English,true
10769,Ictalurus mexicanus,Bagre de Rio Verde,Spanish; Castilian,false
10769,Ictalurus mexicanus,Rio Verde Catfish,English,true
1117,Ameca splendens,Ameca-Kärpfling,German,false
1117,Ameca splendens,Lepkepontyocska,Hungarian,false
1117,Ameca splendens,Mexclapique Mariposa,Spanish; Castilian,false
1117,Ameca splendens,Schmetterlingskärpfling,German,false
1117,Ameca splendens,Butterfly Splitfin,English,true
11242,Lampsilis rafinesqueana,Neosho Mucket,English,false
11242,Lampsilis rafinesqueana,Neosho Pearlymussel,English,false
11242,Lampsilis rafinesqueana,Neosho Pearly Mussel,English,false
11249,Lampsilis abrupta,Pink Mucket,English,true
11250,Hamiota altilis,Fine-lined Pocketbook,English,false
11250,Hamiota altilis,Finelined Pocketbook,English,true
11256,Obovaria haddletoni,Haddleton Lampmussel,English,true
11479,Lemiox rimosus,Birdwing Pearlymussel,English,false
11785,Leptoxis taeniata,Painted Rocksnail,English,true
11797,Lepus castroviejoi,Liebre De Piornal,Spanish; Castilian,false
11797,Lepus castroviejoi,Lievre de Castroviejo,French,false
11797,Lepus castroviejoi,Broom Hare,English,true
11922,Pleuronaia dolabelloides,Slab-sided Naiad,English,false
11922,Pleuronaia dolabelloides,Slabside Pearlymussel,English,false
11922,Pleuronaia dolabelloides,Slab-sided Pearly Mussel,English,true
12137,Lithognathus lithognathus,Pignose Grunter,English,false
12137,Lithognathus lithognathus,Whitefish,English,false
12137,Lithognathus lithognathus,Erla,Spanish; Castilian,false
12137,Lithognathus lithognathus,Herrera Del Cabo,Spanish; Castilian,false
12137,Lithognathus lithognathus,Marbré Du Cap,French,false
12137,Lithognathus lithognathus,White Steenbras,English,true
12417,Lutjanus cyanopterus,Canteen Snapper,English,false
12417,Lutjanus cyanopterus,Cuban Snapper,English,false
12417,Lutjanus cyanopterus,Gray Snapper,English,false
12417,Lutjanus cyanopterus,Guasinuco,English,false
12417,Lutjanus cyanopterus,Cubera,Spanish; Castilian,false
12417,Lutjanus cyanopterus,Cubereta,Spanish; Castilian,false
12417,Lutjanus cyanopterus,Guasinuco,Spanish; Castilian,false
12417,Lutjanus cyanopterus,Pargo,Spanish; Castilian,false
12417,Lutjanus cyanopterus,Pargo Caballo,Spanish; Castilian,false
12417,Lutjanus cyanopterus,Pargo Cubera,Spanish; Castilian,false
12417,Lutjanus cyanopterus,Vivaneau Cubéra,French,false
12417,Lutjanus cyanopterus,Cubera Snapper,English,true
12695,Malaclemys terrapin,Diamond-backed Terrapin,English,false
12695,Malaclemys terrapin,Terrapin,English,false
12695,Malaclemys terrapin,Diamondback Terrapin,English,true
12696,Malacochersus tornieri,Crevice Tortoise,English,false
12696,Malacochersus tornieri,Soft-shelled Tortoise,English,false
12696,Malacochersus tornieri,Tornier's Tortoise,English,false
12696,Malacochersus tornieri,Kobe kama Chapati,Swahili,false
12696,Malacochersus tornieri,Kobe ya Mawe,Swahili,false
12696,Malacochersus tornieri,Tortue à Carapace Souple,French,false
12696,Malacochersus tornieri,Tortue de Tornier,French,false
12696,Malacochersus tornieri,Tortuga de Cuña,Spanish; Castilian,false
12696,Malacochersus tornieri,Pancake Tortoise,English,true
12800,Margaritifera marrianae,Alabama Pearl Shell,English,false
12800,Margaritifera marrianae,Alabama Pearlshell,English,true
12803,Margaritifera hembeli,Louisiana Pearlshell,English,false
12927,Medionidus parvulus,Coosa Moccasinshell,English,true
12930,Medionidus walkeri,Suwannee Moccasinshell,English,true
13013,Megupsilon aporus,Cachorrito Enano de Potosi,Spanish; Castilian,false
13013,Megupsilon aporus,Catarina Pupfish,English,true
1301,Anhydrophryne rattrayi,Hogsback Chirping Frog,English,false
1301,Anhydrophryne rattrayi,Hogsback Frog,English,false
1301,Anhydrophryne rattrayi,Rattray's Forest Frog,English,false
1301,Anhydrophryne rattrayi,Rattray's Frog,English,false
1301,Anhydrophryne rattrayi,Hogsback-kwetterpadda,Afrikaans,false
13145,Menidia conchorum,Key Silverside,English,true
136129,Telmatobius punctatus,Huánaco Water Frog,English,true
136503,Plecotus sardus,Oreillard Sarde,French,false
136503,Plecotus sardus,Orejudo Sardo,Spanish; Castilian,false
136503,Plecotus sardus,Sardinian Long-eared Bat,English,true
136769,Pipistrellus murrayi,Christmas Island Pipistrelle,English,true
136773,Uromys boeadii,Biak Giant Rat,English,true
14505,Neochanna burrowsius,Canterbury Mudfish,English,true
14506,Neochanna diversus,Black Mudfish,English,true
14507,Neochanna apoda,Hauhau,English,false
14507,Neochanna apoda,Mud Eel,English,false
14507,Neochanna apoda,Spring Eel,English,false
14507,Neochanna apoda,Hauhau,Maori,false
14507,Neochanna apoda,Brown Mudfish,English,true
14556,Neoplanorbis tantillus,Little Flat-top Snail,English,true
14880,Notropis aguirrepequenoi,Sardinita del Pilon,Spanish; Castilian,false
14880,Notropis aguirrepequenoi,Soto la Marina Shiner,English,true
14881,Notropis amecae,Ameca Shiner,English,true
14882,Notropis aulidion,Durango Shiner,English,true
14894,Notropis saladonis,Sardinita de Salado,Spanish; Castilian,false
14894,Notropis saladonis,Salado Shiner,English,true
14922,Nyctalus azoreum,Azores Noctule,English,false
14922,Nyctalus azoreum,Morcego dos Açores,Portuguese,false
14922,Nyctalus azoreum,Noctule Des Açores,French,false
14922,Nyctalus azoreum,Nóctulo De Azores,Spanish; Castilian,false
14922,Nyctalus azoreum,Azorean Bat,English,true
15021,Obovaria jacksoniana,Southern Hickorynut,English,true
15185,Ogmodon vitianus,Fiji Cobra,English,false
15185,Ogmodon vitianus,Viti Bolo,English,false
15185,Ogmodon vitianus,Fiji Snake,English,true
15387,Ophisternon infernale,Anguila ciega yucateca,Spanish; Castilian,false
15387,Ophisternon infernale,Blind Swamp Eel,English,true
155018,Sciades parkeri,Geelbuik Sea Catfish,English,false
155018,Sciades parkeri,Marine Catfish,English,false
155018,Sciades parkeri,Bagre Amarillo,Spanish; Castilian,false
155018,Sciades parkeri,Mâchoiron Jaune,French,false
155018,Sciades parkeri,Gillbacker Sea Catfish,English,true
15511,Ornithoptera aesacus,Obi Island Birdwing,English,true
15602,Euryoryzomys lamia,Monster Rice Rat,English,true
15885,Palaemonetes antrorum,Balcones Cave Shrimp,English,false
15885,Palaemonetes antrorum,Texas Cave Shrimp,English,false
15886,Palaemonetes cummingi,Squirrel Chimney Cave Shrimp,English,false
15886,Palaemonetes cummingi,Florida Cave Shrimp,English,true
15887,Palaemonias alabamae,Alabama Cave Shrimp,English,false
15888,Palaemonias ganteri,Kentucky Cave Shrimp,English,false
16287,Partula emersoni,Pohnpei tree snail,English,true
16289,Partula guamensis,Pohnpei ground Partula snail,English,true
163448,Cycloderma aubryi,Tortue molle d’Aubry,French,false
163448,Cycloderma aubryi,Aubry's Flapshell Turtle,English,true
164598,Alsophylax laevis,Southern Even-fingered Gecko,English,true
16479,Pegias fabula,Little Winged Pearly Mussel,English,false
16479,Pegias fabula,Littlewing Pearlymussel,English,false
166035,Leptobotia elongata,Cá Chạch cát đốm,Vietnamese,false
166035,Leptobotia elongata,長薄鰍,Chinese,false
166035,Leptobotia elongata,长薄鳅,Chinese,false
166035,Leptobotia elongata,Elongate Loach,English,true
166043,Luciocyprinus langsoni,Cá măng giả,Vietnamese,false
166043,Luciocyprinus langsoni,似鱤,Chinese,false
166043,Luciocyprinus langsoni,Shuttle-like Carp,English,true
166137,Carassius cuvieri,Deepbodied Crucian Carp,English,false
166137,Carassius cuvieri,Japanese Crucian Carp,English,false
166137,Carassius cuvieri,White Crucian Carp,English,false
166137,Carassius cuvieri,ゲンゴロウブナ,Japanese,false
166137,Carassius cuvieri,Gengorō-buna,Japanese,false
166137,Carassius cuvieri,日本白鲫,Chinese,false
166137,Carassius cuvieri,Japanese White Crucian Carp,English,true
166184,Anguilla japonica,Man Yu,Chinese,false
166184,Anguilla japonica,Pla Lai Yeepun,Thai,false
166184,Anguilla japonica,Unagi,Japanese,false
166184,Anguilla japonica,Japanese Eel,English,true
168195,Samoana burchi,Burch's tree snail,English,false
168195,Samoana burchi,Polynesian Tree Snail,English,false
168195,Samoana burchi,Areho,Tahitian,false
169366,Tlaloc hildebrandi,Escamudo de San Cristóbal,Spanish; Castilian,false
169366,Tlaloc hildebrandi,Chiapas Killifish,English,true
169367,Vieja hartwegi,Mojarra del Rio Grande de Chiapa,Spanish; Castilian,false
169367,Vieja hartwegi,Tailbar Cichlid,English,true
169372,Allotoca diazi,Chorumo,Spanish; Castilian,false
169372,Allotoca diazi,Diaz Darázspontyocskája,Hungarian,false
169372,Allotoca diazi,Diaz' Kärpfling,German,false
169372,Allotoca diazi,Patzcuaro Allotoca,English,true
169387,Chirostoma promelas,Charal Boca Negra,Spanish; Castilian,false
169387,Chirostoma promelas,Blacknose Silverside,English,true
169391,Chirostoma attenuatum,Charal,Spanish; Castilian,false
169391,Chirostoma attenuatum,Charal Prieto,Spanish; Castilian,false
169391,Chirostoma attenuatum,Slender Silverside,English,true
169395,Zoogoneticus tequila,Picote Tequila,Spanish; Castilian,false
169395,Zoogoneticus tequila,Tequila fogasponty,Hungarian,false
169395,Zoogoneticus tequila,Tequila Kärpfling,German,false
169395,Zoogoneticus tequila,Tequila Splitfin,English,true
169397,Herichthys steindachneri,Mojarra del Ojo Frio,Spanish; Castilian,false
169397,Herichthys steindachneri,Mojarra,English,true
169893,Oligodon meyerinkii,Sulu Short-headed Snake,English,false
169975,Palinurus elephas,European Spiny Lobster,English,false
169975,Palinurus elephas,Common Spiny Lobster,English,true
170161,Cheimerius matsubarai,Hoshierenko,English,true
170173,Acanthopagrus vagus,Perch,English,false
170173,Acanthopagrus vagus,Riverbream,English,true
170183,Chrysoblephus cristiceps,Daggerhead Seabream,English,false
170183,Chrysoblephus cristiceps,Sargo Puñal,Spanish; Castilian,false
170183,Chrysoblephus cristiceps,Spare Poignard,French,false
170183,Chrysoblephus cristiceps,Dageraad,English,true
170184,Polysteganus praeorbitalis,Scotsman,English,false
170184,Polysteganus praeorbitalis,Denté Du Natal,French,false
170184,Polysteganus praeorbitalis,Dentón Del Natal,Spanish; Castilian,false
170184,Polysteganus praeorbitalis,Dentón De Natal,Spanish; Castilian,false
170184,Polysteganus praeorbitalis,Dentón Listado,Spanish; Castilian,false
170184,Polysteganus praeorbitalis,Scotsman Seabream,English,true
170199,Acanthopagrus sivicolus,Southern Black Seabream,English,false
170199,Acanthopagrus sivicolus,Minami-kurodai,Japanese,false
170199,Acanthopagrus sivicolus,Okinawa Seabream,English,true
170204,Cymatoceps nasutus,Musselcracker,English,false
170204,Cymatoceps nasutus,Poenskop Seabream,English,false
170204,Cymatoceps nasutus,Sargo Narigón,Spanish; Castilian,false
170204,Cymatoceps nasutus,Spare Nasique,French,false
170204,Cymatoceps nasutus,Black Musselcracker,English,true
170206,Polysteganus undulosus,Denté Maculé,French,false
170206,Polysteganus undulosus,Dentón Manchado,Spanish; Castilian,false
170206,Polysteganus undulosus,Dentón Ocelado,Spanish; Castilian,false
170206,Polysteganus undulosus,Seventy-four Seabream,English,true
170225,Rhabdosargus globiceps,Go-home-fish,English,false
170225,Rhabdosargus globiceps,Stumpnose,English,false
170225,Rhabdosargus globiceps,Pargo ñato,Spanish; Castilian,false
170225,Rhabdosargus globiceps,Sar Austral,French,false
170225,Rhabdosargus globiceps,Sargo Austral,Spanish; Castilian,false
170225,Rhabdosargus globiceps,Sargue Australe,French,false
170225,Rhabdosargus globiceps,White Stumpnose,English,true
170245,Dentex dentex,Dentex,English,false
170245,Dentex dentex,Porgy,English,false
170245,Dentex dentex,Denté Commun,French,false
170245,Dentex dentex,Denti,French,false
170245,Dentex dentex,Dentón,Spanish; Castilian,false
170245,Dentex dentex,Common Dentex,English,true
170247,Petrus rupestris,Yellow Steenbras,English,false
170247,Petrus rupestris,Denté Du Cap,French,false
170247,Petrus rupestris,Dentón Del Cabo,Spanish; Castilian,false
170247,Petrus rupestris,Dentón Rupestre,Spanish; Castilian,false
170247,Petrus rupestris,Red Steenbras,English,true
170256,Chrysoblephus gibbiceps,Miss Lucy,English,false
170256,Chrysoblephus gibbiceps,Red Stumpnose,English,false
170256,Chrysoblephus gibbiceps,Sargo Cabezón,Spanish; Castilian,false
170256,Chrysoblephus gibbiceps,Spare Gibbeuse,French,false
170256,Chrysoblephus gibbiceps,Spare Gibbeux,French,false
170256,Chrysoblephus gibbiceps,Red Stumpnose Seabream,English,true
17026,Phocarctos hookeri,Hooker's Sealion,English,false
17026,Phocarctos hookeri,Hooker's Sea Lion,English,false
17026,Phocarctos hookeri,New Zealand Sealion,English,false
17026,Phocarctos hookeri,New Zealand Sea Lion,English,true
170526,Pelochelys signifera,Northern New Guinea Softshell Turtle,English,true
17081,Mesoclemmys hogei,Hoge’s Toadhead Turtle,English,false
17081,Mesoclemmys hogei,Cágado-de-Hogei,Portuguese,false
17081,Mesoclemmys hogei,Hoge’s Side-necked Turtle,English,true
172024,Phrynops williamsi,Cágado-de-Ferradura,Portuguese,false
172024,Phrynops williamsi,Cágado-Rajado,Portuguese,false
172024,Phrynops williamsi,Tortuga de Arroyo,Spanish; Castilian,false
172024,Phrynops williamsi,Tortuga de Herradura,Spanish; Castilian,false
172024,Phrynops williamsi,Williams' Side-necked Turtle,English,true
172524,Rhampholeon acuminatus,Nguru Pygmy Chameleon,English,false
172524,Rhampholeon acuminatus,Nguru Spiny Pygmy Chameleon,English,true
172525,Kinyongia vosseleri,Vosseler's Blade-horned Chameleon,English,true
172529,Rhampholeon temporalis,Usambara Stumptail Chameleon,English,false
172529,Rhampholeon temporalis,East Usambara Pygmy Chameleon,English,true
172530,Nadzikambia mlanjensis,Mulanje Chameleon,English,true
172532,Rhampholeon platyceps,Malawi Stumptail Chameleon,English,false
172532,Rhampholeon platyceps,Mount Mulanje Pygmy Chameleon,English,true
172538,Kinyongia magomberae,Magombera Chameleon,English,false
172538,Kinyongia magomberae,Magombera Single-horned Chameleon,English,true
172545,Kinyongia matschiei,Matschie’s Two-horned Chameleon,English,false
172545,Kinyongia matschiei,Giant East Usambara Blade-horned Chameleon,English,true
172549,Rhampholeon beraduccii,Beraducci’s Pygmy Chameleon,English,false
172549,Rhampholeon beraduccii,Mahenge Pygmy Chameleon,English,true
172552,Kinyongia tenuis,Matschie's Dwarf Chameleon,English,false
172552,Kinyongia tenuis,Usambara Flap-nosed Chameleon,English,true
172568,Rhampholeon chapmanorum,Chapman's Pygmy Chameleon,English,true
172569,Kinyongia excubitor,Mt Kenya Hornless Chameleon,English,false
172569,Kinyongia excubitor,Mount Kenya Sentinel Chameleon,English,true
172571,Trioceros quadricornis,Eisentraut's Chameleon,English,false
172571,Trioceros quadricornis,Northern Four-horned Chameleon,English,false
172571,Trioceros quadricornis,Rumpi Hills Chameleon,English,false
172571,Trioceros quadricornis,Southern Four-horned Chameleon,English,false
172571,Trioceros quadricornis,Caméléon à quatre cornes du Nord,French,false
172571,Trioceros quadricornis,Caméléon à quatre cornes du Sud,French,false
172571,Trioceros quadricornis,Vierhornchamäleon,German,false
172571,Trioceros quadricornis,Four-horned Chameleon,English,true
172572,Trioceros pfefferi,Pfeffer's Chameleon,English,false
172572,Trioceros pfefferi,Pfeffer’s Two-horned Chameleon,English,false
172572,Trioceros pfefferi,Caméleon de Pfeffer,French,false
172572,Trioceros pfefferi,Pfeffers Chamäleon,German,false
172572,Trioceros pfefferi,Bakossi Two-horned Chameleon,English,true
172574,Kinyongia multituberculata,West Usambara Two-horned Chameleon,English,false
172574,Kinyongia multituberculata,West Usambara Blade-horned Chameleon,English,true
172592,Cnemaspis indraneildasii,Gund Day Gecko,English,false
172592,Cnemaspis indraneildasii,Das's Day Gecko,English,true
172599,Eutropis clivicola,Inger's Mabuya,English,true
172607,Oligodon brevicauda,Short-tailed Kukri Snake,English,true
172612,Melanophidium bilineatum,Two-lined Black Earth Snake,English,true
172622,Uropeltis phipsonii,Phipson's Shieldtail,English,false
172622,Uropeltis phipsonii,Phipson's Earth Snake,English,true
172629,Dasia subcaerulea,Boulenger’s Tree Skink,English,false
172629,Dasia subcaerulea,Boulenger's Dasia,English,true
172630,Cnemaspis jerdonii,Jerdon’s Day Gecko,English,true
172636,Cnemaspis goaensis,Goan Day Gecko,English,true
172648,Cnemaspis wynadensis,Wynad Day Gecko,English,true
172654,Ahaetulla perroteti,Western Ghats Bronzeback,English,false
172654,Ahaetulla perroteti,Perrotet's Vine Snake,English,true
172680,Cnemaspis indica,Nilgiri Dwarf Gecko,English,true
172681,Rhinophis travancoricus,Tamil Nadu Earth Snake,English,false
172681,Rhinophis travancoricus,Travancore Sheildtail,English,false
172681,Rhinophis travancoricus,Travancore Earth Snake,English,true
172706,Eurylepis poonaensis,Poona Skink,English,true
173018,Nyctibatrachus dattatreyaensis,Dattatreya Night Frog,English,true
173021,Otocryptis beddomii,Western Ghats Kangaroo Lizard,English,false
173021,Otocryptis beddomii,Indian Kangaroo Lizard,English,true
17315,Pipistrellus maderensis,Murciélago de Madeira,Spanish; Castilian,false
17315,Pipistrellus maderensis,Pipistrelle de Madère,French,false
17315,Pipistrellus maderensis,Madeira Pipistrelle,English,true
17397,Pisidium ultramontanum,Montane Peaclam,English,false
17398,Pisidium sanguinichristi,Sangre de Christo Peaclam,Spanish; Castilian,true
174425,Maniola halicarnassus,Thomson's Meadow Brown,English,false
174425,Maniola halicarnassus,Halikarnas Esmeri ,Turkish,false
174425,Maniola halicarnassus,Halicarnas Brown,English,true
174471,Brachylophus bulabula,Central Fijian Banded Iguana,English,false
174471,Brachylophus bulabula,Fijian Banded Iguana,English,false
174471,Brachylophus bulabula,Fiji Banded Iguana,English,true
174472,Conolophus marthae,Pink Iguana,English,false
174472,Conolophus marthae,Iguana Rosada,Spanish; Castilian,false
174472,Conolophus marthae,Galápagos Pink Land Iguana,English,true
174474,Ctenosaura conspicuosa,Hast Heepni,Uncoded languages,false
174474,Ctenosaura conspicuosa,Iguana Blanca de San Esteban,Spanish; Castilian,false
174474,Ctenosaura conspicuosa,San Esteban Spiny-tailed Iguana,English,true
174477,Ctenosaura nolascensis,San Pedro Nolasco Spiny-tailed Iguana,English,false
174477,Ctenosaura nolascensis,Iguana Blanca de Nolasco,Spanish; Castilian,false
174477,Ctenosaura nolascensis,Iguana Espinosa de Nolasco,Spanish; Castilian,false
174477,Ctenosaura nolascensis,Nolasco Spiny-tailed Iguana,English,true
174483,Sauromalus klauberi,Santa Catalina Island Chuckwalla,English,false
174483,Sauromalus klauberi,Spotted Chuckwalla,English,false
174483,Sauromalus klauberi,Catalina Chuckwalla,English,true
174485,Sauromalus varius,Pinto Chuckwalla,English,false
174485,Sauromalus varius,San Esteban Island Chuckwalla,English,false
174485,Sauromalus varius,Yellow Giant Chuckwalla,English,false
174485,Sauromalus varius,Chuckwalla de San Esteban,Spanish; Castilian,false
174485,Sauromalus varius,Piebald Chuckwalla,English,true
175363,Callulina dawida,Taita Hills Warty Frog,English,true
17602,Plecotus teneriffae,Canary Long-eared Bat,English,false
17602,Plecotus teneriffae,Tenerife Long-eared Bat,English,false
17602,Plecotus teneriffae,Oreillard de Tenerife,French,false
17602,Plecotus teneriffae,Orejudo Canario,Spanish; Castilian,false
17602,Plecotus teneriffae,Canary Big-eared Bat,English,true
176325,Achalinus jinggangensis,井岗脊蛇,Chinese,false
176325,Achalinus jinggangensis,Zong's Odd-scaled Snake,English,true
176620,Boiga bourreti,Bourrets Katzennatter,German,false
176620,Boiga bourreti,Ran rao bua-re,Vietnamese,false
176620,Boiga bourreti,Bourret's Cat Snake,English,true
17666,Pleurobema curtum,Curtus's Mussel,English,false
17666,Pleurobema curtum,Black Clubshell,English,true
17671,Pleurobema taitianum,Judge Tait's Mussel,English,false
17671,Pleurobema taitianum,Heavy Pigtoe,English,true
17679,Pleurobema decisum,Southern Clubshell,English,false
176845,Lycodon paucifasciatus,Rendahl's Wolf Snake,English,false
17685,Pleurobema hanleyianum,Georgia Pigtoe,English,true
17689,Pleurobema perovatum,Ovate Clubshell,English,true
17690,Pleurobema pyriforme,Oval Pigtoe,English,false
17692,Pleurobema rubellum,Warrior Pigtoe,English,true
17699,Pleurocera corpulenta,Stout Riversnail,English,false
17699,Pleurocera corpulenta,Corpulent Hornsnail,English,true
17701,Pleurocera foremani,Foreman's High-spired Riversnail,English,false
17701,Pleurocera foremani,Rough Hornsnail,English,true
177416,Oligodon lacroixi,Lacroix Kukri Snake,English,true
177486,Micrurus ruatanus,Coral de la Isle de Roatán,Spanish; Castilian,false
177486,Micrurus ruatanus,Coral Roatanense,Spanish; Castilian,false
177486,Micrurus ruatanus,Roatan Coral Snake,English,true
177488,Naja siamensis,Indo-chinese Spitting Cobra,English,false
177488,Naja siamensis,Siamese Cobra,English,false
177488,Naja siamensis,Indochinesische Speikobra,German,false
177488,Naja siamensis,Ran Ho Mang Thai Lan,Vietnamese,false
177488,Naja siamensis,Ran Ho Mang Xien,Vietnamese,false
177488,Naja siamensis,Black And White Spitting Cobra,English,true
177540,Ophiophagus hannah,Hamadryad,English,false
177540,Ophiophagus hannah,Königskobra,German,false
177540,Ophiophagus hannah,King Cobra,English,true
17762,Poblana alchichica,Charal de Alchichica,Spanish; Castilian,false
17762,Poblana alchichica,Alchichica Silverside,English,true
17763,Poblana ferdebueni,Chignahuapan Silverside,English,true
17764,Poblana letholepis,Charal de la Preciosa,Spanish; Castilian,false
17764,Poblana letholepis,La Preciosa Silverside,English,true
17765,Poblana squamata,Charal de Quechulac,Spanish; Castilian,false
17765,Poblana squamata,Quechulac Silverside,English,true
177724,Stagnicola pilsbryi,Fish Springs Marshsnail,English,true
177775,Placostylus koroensis,Sici Ni Vanua,Fijian,false
177775,Placostylus koroensis,Flax Snail,English,true
177966,Acanthurus chronixis,Chronixis Surgeonfish,English,false
177966,Acanthurus chronixis,Mimic Surgeonfish,English,false
177966,Acanthurus chronixis,Botana abu abu,Malay,false
177966,Acanthurus chronixis,Chronixis Kirurgfisk,Danish,false
177966,Acanthurus chronixis,Namerahagi,Japanese,false
177966,Acanthurus chronixis,Kapingamarangi Surgeonfish,English,true
178217,Emoia adspersa,Steindachner's Emo Skink,English,false
178217,Emoia adspersa,Micronesian Skink,English,true
17823,Podocnemis lewyana,Podocnémide de Léwy,French,false
17823,Podocnemis lewyana,Tortuga del Río Magdalena,Spanish; Castilian,false
17823,Podocnemis lewyana,Magdalena River Turtle,English,true
17833,Poecilia sulphuraria,Molly del Teapa,Spanish; Castilian,false
17833,Poecilia sulphuraria,Sulphur Molly,English,true
17837,Poeciliopsis monacha,Headwater Livebearer,English,true
178420,Platyplectrurus madurensis,Madurai Shieldtail,English,false
178420,Platyplectrurus madurensis,Palni Purple-brown Worm Snake,English,false
178420,Platyplectrurus madurensis,Travancore Hills Thorntail Snake,English,true
178469,Emoia boettgeri,Boettger's Emo Skink,English,false
178469,Emoia boettgeri,Micronesia Forest Skink,English,true
178635,Emoia aneityumensis,Anatom Emo,English,false
178635,Emoia aneityumensis,Anatom Skink,English,false
178635,Emoia aneityumensis,Medway's Emo Skink,English,false
178635,Emoia aneityumensis,Anatom Emo Skink,English,true
178708,Protobothrops sieversorum,Three Horned-scaled Pitviper,English,true
178999,Clinus latipennis,False Bay Klipfish,English,true
180238,Stichopus herrmanni,Curryfish,English,false
180257,Holothuria scabra,Golden Sandfish,English,false
180257,Holothuria scabra,Sandfish,English,false
180265,Actinopyga miliaris,Blackfish,English,false
180265,Actinopyga miliaris,Harry Blackfish,English,false
180275,Holothuria lessoni,Golden Sandfish,English,false
180326,Holothuria nobilis,Black Teatfish,English,false
180337,Actinopyga mauritiana,Surf Redfish,English,false
180368,Apostichopus parvimensis,Warty Sea Cucumber,English,false
180373,Isostichopus fuscus,Brown Sea Cucumber,English,false
180424,Apostichopus japonicus,Japanese Spiky Sea Cucumber,English,true
180440,Holothuria whitmaei,Black Teatfish,English,false
180481,Thelenota ananas,Prickly Redfish,English,false
180518,Actinopyga echinites,Brownfish,English,false
180518,Actinopyga echinites,Deep Water Redfish,English,false
18091,Potamilus capax,Fat Pocketbook Pearly Mussel,English,false
18091,Potamilus capax,Fat Pocketbook,English,true
180938,Poropuntius bolovenensis,Pa Chat,Lao,false
18136,Prietella phreatophila,Bagre de Muzquiz,Spanish; Castilian,false
18136,Prietella phreatophila,Mexican Blindcat,English,true
18137,Prietella lundbergi,Bagre Ciego Duende,Spanish; Castilian,false
18137,Prietella lundbergi,Phantom Blindcat,English,true
18182,Probarbus jullieni,Seven-striped Barb,English,false
18182,Probarbus jullieni,Barbeau De Jullien,French,false
18182,Probarbus jullieni,Carpilla Ikan Temoleh,Spanish; Castilian,false
18182,Probarbus jullieni,Ca tra soc,Vietnamese,false
18182,Probarbus jullieni,Pa eun ta deng,Lao,false
18182,Probarbus jullieni,Pla yee sok tong,Thai,false
18182,Probarbus jullieni,Trey Trawsok,Central Khmer,false
18182,Probarbus jullieni,Jullien's Golden Carp,English,true
18338,Prolagus sardus,Pika de Cerdeña,Spanish; Castilian,false
18338,Prolagus sardus,Pika Sarde,French,false
18338,Prolagus sardus,Sardinian Pika,English,true
185144,Scartella springeri,Springer's Blenny,English,true
185152,Lupinoblennius paivai,Paiva's Blenny,English,true
1858,Aphaostracon pycnus,Dense Hydrobe,English,false
185892,Psilotris boehlkei,Boehlke's Goby,English,true
185905,Tigrigobius redimiculus,Cinta Goby,English,true
185952,Coryphopterus thrix,Gobio listado,Spanish; Castilian,false
185952,Coryphopterus thrix,Bartail Goby,English,true
185954,Coryphopterus eidolon,Góbido pálido,Spanish; Castilian,false
185954,Coryphopterus eidolon,Gobio Pálido,Spanish; Castilian,false
185954,Coryphopterus eidolon,Pallid Goby,English,true
185955,Coryphopterus tortugae,Patch-reef Goby,English,true
185956,Coryphopterus venezuelae,Sand-canyon Goby,English,true
185958,Coryphopterus lipernes,Bluenose Goby,English,false
185958,Coryphopterus lipernes,Góbido crystal,Spanish; Castilian,false
185958,Coryphopterus lipernes,Gobio linterna,Spanish; Castilian,false
185958,Coryphopterus lipernes,Peppermint Goby,English,true
185960,Coryphopterus personatus,Góbido ojón,Spanish; Castilian,false
185960,Coryphopterus personatus,Gobio enmascarado,Spanish; Castilian,false
185960,Coryphopterus personatus,Gobio mapache,Spanish; Castilian,false
185960,Coryphopterus personatus,Masked Goby,English,true
185961,Coryphopterus alloides,Barfin Goby,English,true
185977,Elacatinus atronasus,Exuma Goby,English,true
185979,Elacatinus jarocho,Jarocho Goby,English,true
185980,Elacatinus prochilos,White-striped goby,English,false
185980,Elacatinus prochilos,Gobio bordeado,Spanish; Castilian,false
185980,Elacatinus prochilos,Broadstripe Goby,English,true
186014,Gobiosoma hildebrandi,Hildebrand's Goby,English,true
186016,Gobiosoma spilotum,Isthmian Goby,English,true
186166,Raorchestes sushili,Sushil's Bushfrog,English,true
187608,Halichoeres burekae,Mardi Gras Wrasse,English,true
187822,Gracixalus quyeti,Quyet's Treefrog,English,true
187830,Raorchestes chromasynchysi,Confusing Green Bush Frog,English,false
187830,Raorchestes chromasynchysi,Confusing Green Bushfrog,English,true
187923,Yasuhikotakia nigrolineata,Black-Lined Loach,English,true
18825,Ptychobranchus greenii,Triangular Kidneyshell,English,true
18826,Ptychobranchus jonesi,Southern Kidneyshell,English,false
188472,Altrichthys azurelineatus,Azure Damsel,English,true
188528,Amblyglyphidodon batunai,Green Sergeant,English,true
188546,Amblyglyphidodon ternatensis,Ternate Sergeant,English,false
188546,Amblyglyphidodon ternatensis,Ternate Damsel,English,true
189238,Pyrgulopsis greggi,Kern River Pyrg,English,true
189303,Pyrgulopsis diablensis,Diablo Range Pyrg,English,true
189371,Alasmidonta triangulata,Southern Elktoe,English,true
